Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source
FDK08,9.195,Regular,0.214139786,Fruits and Vegetables,102.4016,OUT019,1985,Small,Tier 1,Grocery Store,202.4032,train
DRY23,9.395,Regular,0.109075742,Soft Drinks,42.9112,OUT035,2004,Small,Tier 2,Supermarket Type1,426.112,train
FDT31,19.75,Low Fat,0.012448294,Fruits and Vegetables,188.2872,OUT046,1997,Small,Tier 1,Supermarket Type1,2647.2208,train
FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,2009,Medium,Tier 3,Supermarket Type2,2503.408,train
NCG19,20.25,Low Fat,0.14781046,Household,234.8616,OUT013,1987,High,Tier 3,Supermarket Type1,2812.3392,train
NCR30,20.6,Low Fat,0.071136948,Household,76.3696,OUT045,2002,Small,Tier 2,Supermarket Type1,372.848,train
FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,2002,Small,Tier 2,Supermarket Type1,2612.5992,train
FDQ01,19.7,Regular,0.16102755,Canned,254.1014,OUT045,2002,Small,Tier 2,Supermarket Type1,4845.0266,train
FDO22,13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,1998,Small,Tier 3,Grocery Store,159.792,train
DRE13,6.28,Low Fat,0.027761289,Soft Drinks,85.8198,OUT045,2002,Small,Tier 2,Supermarket Type1,872.198,train
FDL44,18.25,Low Fat,0.012272797,Fruits and Vegetables,160.2894,OUT035,2004,Small,Tier 2,Supermarket Type1,3235.788,train
FDT34,9.3,Low Fat,0.174317307,Snack Foods,106.7964,OUT035,2004,Small,Tier 2,Supermarket Type1,841.5712,train
DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422,OUT035,2004,Small,Tier 2,Supermarket Type1,1379.5376,train
FDF32,16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426,OUT045,2002,Small,Tier 2,Supermarket Type1,3559.3668,train
NCE18,10.0,Low Fat,0.021468792,Household,251.675,OUT045,2002,Small,Tier 2,Supermarket Type1,4244.475,train
FDA51,8.05,Regular,0.163882129,Dairy,113.2518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554,train
DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,118.344,OUT017,2007,Small,Tier 2,Supermarket Type1,3115.944,train
FDT48,4.92,Low Fat,0.046026479,Baking Goods,196.5084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3769.7596,train
DRG11,6.385,Low Fat,0.0,Hard Drinks,108.9596,OUT046,1997,Small,Tier 1,Supermarket Type1,1186.4556,train
FDE58,18.5,Low Fat,0.052149675,Snack Foods,118.3124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1540.6612,train
DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,1987,High,Tier 3,Supermarket Type1,2552.6772,train
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,2007,Small,Tier 2,Supermarket Type1,1619.2256,train
FDT10,16.7,Regular,0.062170334,Snack Foods,60.9562,OUT045,2002,Small,Tier 2,Supermarket Type1,829.5868,train
FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816,train
FDC32,18.35,Low Fat,0.099309997,Fruits and Vegetables,91.4462,OUT045,2002,Small,Tier 2,Supermarket Type1,1665.8316,train
FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,2007,Small,Tier 2,Supermarket Type1,2876.256,train
NCH18,9.3,Low Fat,0.044843161,Household,246.1802,OUT018,2009,Medium,Tier 3,Supermarket Type2,2702.4822,train
DRE37,13.5,Low Fat,0.164966345,Soft Drinks,189.4872,OUT019,1985,Small,Tier 1,Grocery Store,189.0872,train
DRC13,8.26,Regular,0.032435437,Soft Drinks,124.873,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.152,train
FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812,train
FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,2009,Medium,Tier 3,Supermarket Type2,1541.9928,train
NCW29,14.0,Low Fat,0.028723187,Health and Hygiene,131.831,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268,train
NCT05,10.895,Low Fat,0.020994339,Health and Hygiene,255.6672,OUT045,2002,Small,Tier 2,Supermarket Type1,4346.3424,train
FDN50,16.85,Regular,0.026561057,Canned,93.712,OUT049,1999,Medium,Tier 1,Supermarket Type1,466.06,train
FDU60,20.0,Regular,0.100262068,Baking Goods,169.6132,OUT010,1998,Small,Tier 3,Grocery Store,169.1132,train
FDX02,16.0,Low Fat,0.057012606,Dairy,225.0404,OUT013,1987,High,Tier 3,Supermarket Type1,5851.0504,train
FDL34,16.0,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,1999,Medium,Tier 1,Supermarket Type1,2681.8424,train
DRF27,8.93,low fat,0.028578012,Dairy,152.234,OUT017,2007,Small,Tier 2,Supermarket Type1,3828.35,train
FDZ35,9.6,Regular,0.0,Breads,101.699,OUT049,1999,Medium,Tier 1,Supermarket Type1,2373.577,train
DRF03,19.1,Low Fat,0.045088724,Dairy,39.7138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1096.5726,train
NCO41,12.5,Low Fat,0.018757586,Health and Hygiene,96.9384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2167.8448,train
FDQ59,9.8,Regular,0.056500895,Breads,85.8908,OUT045,2002,Small,Tier 2,Supermarket Type1,1845.5976,train
NCZ53,9.6,Low Fat,0.024576875,Health and Hygiene,186.6214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.214,train
FDZ33,10.195,Low Fat,0.188038372,Snack Foods,146.4076,OUT019,1985,Small,Tier 1,Grocery Store,147.8076,train
FDD34,7.945,Low Fat,0.015908485,Snack Foods,161.421,OUT045,2002,Small,Tier 2,Supermarket Type1,3425.541,train
NCM06,7.475,Low Fat,0.075845634,Household,156.0656,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872,train
FDY43,14.85,Low Fat,0.098803088,Fruits and Vegetables,169.7474,OUT018,2009,Medium,Tier 3,Supermarket Type2,673.7896,train
DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,1998,Small,Tier 3,Grocery Store,172.4422,train
FDT20,10.5,Low Fat,0.041459804,Fruits and Vegetables,39.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,540.6296,train
FDG46,8.63,Regular,0.032882271,Snack Foods,113.5518,OUT013,1987,High,Tier 3,Supermarket Type1,2732.4432,train
FDH10,21.0,Low Fat,0.049583899,Snack Foods,193.8478,OUT017,2007,Small,Tier 2,Supermarket Type1,1162.4868,train
FDF24,15.5,Regular,0.02536567,Baking Goods,82.7934,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.401,train
FDG57,14.7,Low Fat,0.07229836,Fruits and Vegetables,48.2034,OUT046,1997,Small,Tier 1,Supermarket Type1,874.8612,train
FDN44,13.15,LF,0.022924552,Fruits and Vegetables,157.892,OUT017,2007,Small,Tier 2,Supermarket Type1,1917.504,train
FDD32,17.7,Regular,0.040897932,Fruits and Vegetables,82.6276,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484,train
FDI04,13.65,Regular,0.127660257,Frozen Foods,198.5426,OUT019,1985,Small,Tier 1,Grocery Store,790.9704,train
FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,1997,Small,Tier 1,Supermarket Type1,4264.449,train
DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,2007,Small,Tier 2,Supermarket Type1,1480.0734,train
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,2007,Small,Tier 2,Supermarket Type1,1581.275,train
FDT13,14.85,Low Fat,0.018568129,Canned,188.2214,OUT035,2004,Small,Tier 2,Supermarket Type1,3014.7424,train
FDY56,16.35,Regular,0.062109174,Fruits and Vegetables,223.7062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4965.5364,train
FDB51,6.92,LF,0.038671588,Dairy,64.2852,OUT017,2007,Small,Tier 2,Supermarket Type1,438.0964,train
NCY29,13.65,Low Fat,0.077169841,Health and Hygiene,55.593,OUT013,1987,High,Tier 3,Supermarket Type1,282.965,train
FDL34,16.0,Low Fat,0.041028937,Snack Foods,142.6496,OUT045,2002,Small,Tier 2,Supermarket Type1,1834.9448,train
NCQ38,16.35,Low Fat,0.013387211,Others,105.628,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.28,train
NCR41,17.85,Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,1985,Medium,Tier 3,Supermarket Type3,4189.2136,train
FDY24,4.88,Regular,0.223440258,Baking Goods,52.2298,OUT010,1998,Small,Tier 3,Grocery Store,161.7894,train
NCA42,6.965,Low Fat,0.0,Household,159.6604,OUT045,2002,Small,Tier 2,Supermarket Type1,3327.6684,train
FDB11,16.0,Low Fat,0.060942632,Starchy Foods,225.6404,OUT049,1999,Medium,Tier 1,Supermarket Type1,2925.5252,train
FDG26,18.85,Low Fat,0.042641788,Canned,257.833,OUT035,2004,Small,Tier 2,Supermarket Type1,5382.993,train
FDH24,20.7,Low Fat,0.021427082,Baking Goods,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.288,train
FDX44,9.3,Low Fat,0.042930789,Fruits and Vegetables,88.5172,OUT013,1987,High,Tier 3,Supermarket Type1,1427.4752,train
FDT52,9.695,Regular,0.047697859,Frozen Foods,244.6144,OUT017,2007,Small,Tier 2,Supermarket Type1,2695.1584,train
FDT04,17.25,Low Fat,0.10764721,Frozen Foods,39.3822,OUT017,2007,Small,Tier 2,Supermarket Type1,314.2576,train
FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,2960.1468,train
FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,1997,Small,Tier 1,Supermarket Type1,1158.492,train
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,2002,Small,Tier 2,Supermarket Type1,3502.108,train
FDW50,13.1,Low Fat,0.075515154,Dairy,167.2158,OUT013,1987,High,Tier 3,Supermarket Type1,3008.0844,train
FDK43,9.8,Low Fat,0.046994717,Meat,125.802,OUT019,1985,Small,Tier 1,Grocery Store,253.004,train
FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716,train
FDE29,8.905,LF,0.143129124,Frozen Foods,58.8878,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682,train
NCN07,18.5,Low Fat,0.034013539,Others,133.2284,OUT045,2002,Small,Tier 2,Supermarket Type1,2768.3964,train
FDB37,20.25,Regular,0.022921735,Baking Goods,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,3364.9532,train
FDD21,10.3,Regular,0.030616757,Fruits and Vegetables,112.7176,OUT049,1999,Medium,Tier 1,Supermarket Type1,343.5528,train
FDX16,17.85,Low Fat,0.06575528,Frozen Foods,151.505,OUT013,1987,High,Tier 3,Supermarket Type1,2546.685,train
FDN46,7.21,Regular,0.144856342,Snack Foods,100.5332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1127.8652,train
FDV28,16.1,Regular,0.267352587,Frozen Foods,34.9558,OUT010,1998,Small,Tier 3,Grocery Store,67.9116,train
FDR48,11.65,Low Fat,0.130867413,Baking Goods,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.2696,train
FDW37,19.2,Low Fat,0.123449671,Canned,89.7488,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.5248,train
FDV40,17.35,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038,train
FDZ57,10.0,Regular,0.037918142,Snack Foods,129.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,1413.4934,train
FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,1999,Medium,Tier 1,Supermarket Type1,2993.4368,train
FDX45,16.75,Low Fat,0.105018817,Snack Foods,155.263,OUT049,1999,Medium,Tier 1,Supermarket Type1,1721.093,train
FDB33,17.75,Low Fat,0.014577412,Fruits and Vegetables,160.7262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716,train
FDT58,9.0,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,1998,Small,Tier 3,Grocery Store,503.3448,train
FDM39,6.42,Low Fat,0.053553794,Dairy,178.6002,OUT049,1999,Medium,Tier 1,Supermarket Type1,3582.004,train
NCY41,16.75,LF,0.075889215,Health and Hygiene,37.6532,OUT045,2002,Small,Tier 2,Supermarket Type1,575.2512,train
NCL31,7.39,Low Fat,0.120280989,Others,142.747,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234,train
NCJ31,19.2,Low Fat,0.182653772,Others,243.0196,OUT046,1997,Small,Tier 1,Supermarket Type1,3374.2744,train
FDO23,17.85,Low Fat,0.25637539,Breads,94.8436,OUT019,1985,Small,Tier 1,Grocery Store,567.2616,train
FDN56,5.46,Regular,0.107036943,Fruits and Vegetables,144.2786,OUT035,2004,Small,Tier 2,Supermarket Type1,288.9572,train
FDF04,17.5,Low Fat,0.0,Frozen Foods,258.3304,OUT013,1987,High,Tier 3,Supermarket Type1,3358.2952,train
FDJ44,12.3,Regular,0.106238768,Fruits and Vegetables,176.1396,OUT013,1987,High,Tier 3,Supermarket Type1,3663.2316,train
FDS50,17.0,Low Fat,0.055545797,Dairy,220.5114,OUT045,2002,Small,Tier 2,Supermarket Type1,5321.0736,train
NCQ41,14.8,Low Fat,0.019386057,Health and Hygiene,194.5794,OUT027,1985,Medium,Tier 3,Supermarket Type3,3511.4292,train
FDA49,19.7,Low Fat,0.064921764,Canned,88.1198,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396,train
NCZ06,19.6,Low Fat,0.094694278,Household,254.9698,OUT017,2007,Small,Tier 2,Supermarket Type1,2536.698,train
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,2009,Medium,Tier 3,Supermarket Type2,1957.452,train
FDH19,19.35,Low Fat,0.033060937,Meat,172.4738,OUT013,1987,High,Tier 3,Supermarket Type1,1911.5118,train
FDS15,9.195,Regular,0.078181964,Meat,106.7596,OUT049,1999,Medium,Tier 1,Supermarket Type1,4098.6648,train
FDO50,16.25,LF,0.0,Canned,90.2804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1653.8472,train
FDJ20,20.7,Regular,0.100583009,Fruits and Vegetables,123.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1981.4208,train
NCI31,20.0,low fat,0.136124989,Others,38.319,OUT010,1998,Small,Tier 3,Grocery Store,146.476,train
FDU20,19.35,Regular,0.021353642,Fruits and Vegetables,122.1098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3374.2744,train
DRK13,11.8,Low Fat,0.115167579,Soft Drinks,199.8084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008,train
DRJ24,11.8,Low Fat,0.113559058,Soft Drinks,184.2924,OUT045,2002,Small,Tier 2,Supermarket Type1,1850.924,train
FDI20,19.1,Low Fat,0.038641968,Fruits and Vegetables,212.1586,OUT045,2002,Small,Tier 2,Supermarket Type1,5909.6408,train
FDF10,15.5,Regular,0.157246634,Snack Foods,145.6418,OUT045,2002,Small,Tier 2,Supermarket Type1,2207.127,train
FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2021.3688,train
FDQ10,12.85,Low Fat,0.033172957,Snack Foods,172.0422,OUT035,2004,Small,Tier 2,Supermarket Type1,5345.7082,train
FDM36,11.65,Regular,0.058719726,Baking Goods,171.1422,OUT035,2004,Small,Tier 2,Supermarket Type1,2931.5174,train
FDN12,15.6,Low Fat,0.0,Baking Goods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1454.1072,train
FDD50,18.85,Low Fat,0.141524348,Canned,168.4132,OUT013,1987,High,Tier 3,Supermarket Type1,2874.9244,train
FDG17,6.865,Regular,0.035895934,Frozen Foods,244.4486,OUT049,1999,Medium,Tier 1,Supermarket Type1,6353.0636,train
FDY58,11.65,Low Fat,0.039980644,Snack Foods,227.3694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567.388,train
NCK29,5.615,Low Fat,0.0,Health and Hygiene,123.473,OUT019,1985,Small,Tier 1,Grocery Store,369.519,train
FDM32,20.5,Low Fat,0.0,Fruits and Vegetables,90.883,OUT010,1998,Small,Tier 3,Grocery Store,89.883,train
FDL46,20.35,Low Fat,0.054056927,Snack Foods,116.8466,OUT046,1997,Small,Tier 1,Supermarket Type1,2356.932,train
FDC51,10.895,Regular,0.009636821,Dairy,121.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,2463.46,train
FDF16,7.3,Low Fat,0.086266286,Frozen Foods,147.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1921.4988,train
NCV54,11.1,Low Fat,0.033081389,Household,116.5124,OUT013,1987,High,Tier 3,Supermarket Type1,1066.6116,train
FDE35,7.06,Regular,0.043989429,Starchy Foods,60.2904,OUT045,2002,Small,Tier 2,Supermarket Type1,644.4944,train
FDA23,9.8,Low Fat,0.047178116,Baking Goods,99.4016,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384,train
FDI46,9.5,Low Fat,0.074496043,Snack Foods,251.9724,OUT045,2002,Small,Tier 2,Supermarket Type1,2516.724,train
FDZ21,17.6,Regular,0.039189221,Snack Foods,97.341,OUT013,1987,High,Tier 3,Supermarket Type1,965.41,train
DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,2007,Small,Tier 2,Supermarket Type1,4563.3932,train
FDX36,9.695,Regular,0.129008866,Baking Goods,226.9404,OUT017,2007,Small,Tier 2,Supermarket Type1,2700.4848,train
FDY22,16.5,Regular,0.160371305,Snack Foods,143.9128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408,train
FDR32,6.78,Regular,0.085392428,Fruits and Vegetables,226.7694,OUT027,1985,Medium,Tier 3,Supermarket Type3,6165.9738,train
DRF25,9.0,Low Fat,0.038925251,Soft Drinks,34.919,OUT046,1997,Small,Tier 1,Supermarket Type1,476.047,train
FDK20,12.6,Regular,0.041557653,Fruits and Vegetables,124.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,2450.144,train
DRI11,8.26,Low Fat,0.060237465,Hard Drinks,115.9834,OUT019,1985,Small,Tier 1,Grocery Store,345.5502,train
FDH05,14.35,Regular,0.091098018,Frozen Foods,233.5984,OUT045,2002,Small,Tier 2,Supermarket Type1,1853.5872,train
FDA46,13.6,Low Fat,0.117874024,Snack Foods,193.6136,OUT045,2002,Small,Tier 2,Supermarket Type1,4471.5128,train
DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,1997,Small,Tier 1,Supermarket Type1,1985.4156,train
FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,2007,Small,Tier 2,Supermarket Type1,5954.2494,train
FDD52,18.25,Regular,0.184041545,Dairy,110.157,OUT018,2009,Medium,Tier 3,Supermarket Type2,1867.569,train
FDR55,12.15,reg,0.13283066,Fruits and Vegetables,190.6872,OUT017,2007,Small,Tier 2,Supermarket Type1,2269.0464,train
DRI13,15.35,Low Fat,0.020441939,Soft Drinks,216.4508,OUT017,2007,Small,Tier 2,Supermarket Type1,5426.27,train
FDG31,12.15,Low Fat,0.037712875,Meat,64.4826,OUT027,1985,Medium,Tier 3,Supermarket Type3,2518.7214,train
FDP04,15.35,Low Fat,0.013840784,Frozen Foods,65.2168,OUT045,2002,Small,Tier 2,Supermarket Type1,958.752,train
FDH35,18.25,Low Fat,0.060198496,Starchy Foods,162.9526,OUT013,1987,High,Tier 3,Supermarket Type1,1151.1682,train
NCB42,11.8,Low Fat,0.008559557,Health and Hygiene,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,2432.8332,train
FDQ14,9.27,Low Fat,0.061883353,Dairy,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,1647.855,train
FDI19,15.1,Low Fat,0.052085615,Meat,242.8512,OUT027,1985,Medium,Tier 3,Supermarket Type3,5816.4288,train
FDJ55,12.8,Regular,0.039385992,Meat,224.8404,OUT010,1998,Small,Tier 3,Grocery Store,1575.2828,train
DRN59,15.0,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1,792.302,train
NCR06,12.5,Low Fat,0.006759519,Household,42.8112,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,train
NCF42,17.35,Low Fat,0.167243769,Household,176.2712,OUT013,1987,High,Tier 3,Supermarket Type1,2988.1104,train
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.725,train
FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,2410.8618,train
FDQ56,6.59,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,train
NCV41,14.35,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104,train
FDW19,12.35,Regular,0.038718195,Fruits and Vegetables,110.657,OUT017,2007,Small,Tier 2,Supermarket Type1,2087.283,train
FDO56,10.195,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,1998,Small,Tier 3,Grocery Store,351.5424,train
FDI41,18.5,Regular,0.0,Frozen Foods,148.7418,OUT045,2002,Small,Tier 2,Supermarket Type1,2501.4106,train
FDN10,11.5,Low Fat,0.0,Snack Foods,119.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868,train
FDY20,12.5,Regular,0.082085787,Fruits and Vegetables,92.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232,train
DRM37,15.35,LF,0.095931002,Soft Drinks,198.5768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6897.688,train
FDV34,10.695,Regular,0.011448629,Snack Foods,72.9038,OUT045,2002,Small,Tier 2,Supermarket Type1,1034.6532,train
NCX18,14.15,Low Fat,0.00879232,Household,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.11,train
FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,2002,Small,Tier 2,Supermarket Type1,1946.7992,train
NCZ17,12.15,Low Fat,0.079046992,Health and Hygiene,39.8506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1480.0734,train
FDT12,6.215,Regular,0.049580407,Baking Goods,227.4062,OUT013,1987,High,Tier 3,Supermarket Type1,5191.2426,train
FDD57,18.1,Low Fat,0.022399592,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786,train
FDK45,11.65,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,Small,Tier 2,Supermarket Type1,3395.58,train
FDJ57,7.42,Regular,0.021617397,Seafood,185.0582,OUT045,2002,Small,Tier 2,Supermarket Type1,5201.2296,train
NCI31,20.0,Low Fat,0.0814536,Others,36.819,OUT049,1999,Medium,Tier 1,Supermarket Type1,768.999,train
FDZ48,17.75,LF,0.07607772,Baking Goods,112.4544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424,train
FDI16,14.0,Regular,0.135775701,Frozen Foods,54.564,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92,train
FDZ31,15.35,Regular,0.0,Fruits and Vegetables,193.0504,OUT049,1999,Medium,Tier 1,Supermarket Type1,2492.7552,train
DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,Small,Tier 2,Supermarket Type1,796.2968,train
FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404,OUT045,2002,Small,Tier 2,Supermarket Type1,4500.808,train
FDD40,20.25,Regular,0.014793357,Dairy,191.5162,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592,train
FDA04,11.3,Regular,0.066406853,Frozen Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,5697.9164,train
FDL21,15.85,Regular,0.007140468,Snack Foods,40.848,OUT013,1987,High,Tier 3,Supermarket Type1,679.116,train
FDS21,19.85,Regular,0.020858779,Snack Foods,62.8194,OUT013,1987,High,Tier 3,Supermarket Type1,928.791,train
DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,Small,Tier 2,Supermarket Type1,3663.2316,train
FDM46,7.365,Low Fat,0.159937597,Snack Foods,93.912,OUT035,2004,Small,Tier 2,Supermarket Type1,1304.968,train
DRG49,7.81,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,1985,Medium,Tier 3,Supermarket Type3,3420.8804,train
FDG26,18.85,low fat,0.042736348,Canned,255.933,OUT045,2002,Small,Tier 2,Supermarket Type1,3844.995,train
FDR51,9.035,Regular,0.172629683,Meat,148.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.77,train
FDV39,11.3,Low Fat,0.007278512,Meat,196.7426,OUT035,2004,Small,Tier 2,Supermarket Type1,2768.3964,train
FDC39,7.405,Low Fat,0.0,Dairy,205.7296,OUT017,2007,Small,Tier 2,Supermarket Type1,4570.0512,train
FDP45,15.7,Regular,0.03079807,Snack Foods,252.9724,OUT017,2007,Small,Tier 2,Supermarket Type1,3020.0688,train
FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752,train
FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,Small,Tier 2,Supermarket Type1,2375.5744,train
